loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,previous_defaults,credit_utilization_ratio,monthly_emi
3400,5,Not Graduate,Yes,5100000,13700000,14,527,12100000,8900000,19400000,4700000,Rejected,1,0.8726,61890.45
3401,4,Graduate,No,3400000,12700000,2,741,3300000,6100000,7700000,3700000,Approved,0,0.1869,9265.33
3402,4,Not Graduate,Yes,8600000,26800000,12,802,7400000,2800000,32100000,11700000,Approved,0,0.3579,121489.34
3403,3,Not Graduate,Yes,9200000,28900000,8,538,13900000,8300000,32400000,4900000,Rejected,4,0.6868,24374.91
3404,5,Graduate,Yes,4800000,16300000,4,523,8800000,2300000,10000000,2800000,Rejected,0,0.4031,18051.22
3405,4,Not Graduate,No,2800000,8300000,14,381,3200000,1100000,9100000,1500000,Rejected,1,0.6667,19568.14
3406,1,Graduate,Yes,3400000,7000000,4,534,3100000,1600000,13000000,4000000,Rejected,2,0.6606,85236.5
3407,5,Not Graduate,Yes,800000,2200000,14,574,2200000,1200000,1700000,1100000,Approved,0,0.2812,21574.29
3408,1,Not Graduate,No,4100000,11100000,6,405,12000000,2900000,9000000,5900000,Rejected,4,0.7996,98806.65
3409,0,Not Graduate,No,1900000,3800000,16,542,800000,500000,4000000,2100000,Rejected,0,0.9288,18513.45
3410,5,Graduate,Yes,6700000,25400000,14,820,10300000,8100000,18500000,3900000,Approved,0,0.0794,53240.58
3411,0,Graduate,No,5200000,13400000,2,505,12000000,7900000,20400000,6200000,Rejected,0,0.3821,83288.61
3412,3,Graduate,Yes,6700000,16400000,2,508,4400000,10900000,25300000,9200000,Rejected,0,0.9125,141062.14
3413,1,Not Graduate,Yes,4700000,15000000,20,835,2100000,2500000,10100000,3800000,Approved,0,0.262,136174.85
3414,0,Not Graduate,No,6000000,22000000,12,826,1400000,2000000,14100000,7000000,Approved,0,0.296,23024.87
3415,5,Not Graduate,Yes,6500000,18900000,12,427,5100000,1900000,18200000,7800000,Rejected,2,0.6395,9344.94
3416,3,Graduate,No,500000,2000000,12,890,800000,700000,1800000,400000,Approved,0,0.0875,10126.02
3417,4,Not Graduate,No,5700000,13300000,2,333,9400000,3000000,11800000,8200000,Rejected,0,0.8109,138357.54
3418,4,Not Graduate,Yes,6800000,20000000,12,679,20200000,10900000,26900000,6600000,Approved,0,0.3489,167859.17
3419,5,Not Graduate,No,3100000,12300000,18,805,4900000,1900000,6100000,2800000,Approved,0,0.1747,61344.41
3420,3,Not Graduate,No,5100000,11000000,16,826,11800000,2900000,12900000,2700000,Approved,0,0.1725,141909.85
3421,1,Not Graduate,Yes,6300000,23900000,10,844,16300000,4900000,16800000,4500000,Approved,0,0.3851,93897.13
3422,5,Graduate,Yes,4400000,14100000,10,663,5300000,4900000,17500000,2600000,Approved,0,0.0789,117272.9
3423,1,Not Graduate,No,8100000,21900000,6,884,15100000,5400000,27500000,6600000,Approved,0,0.4024,228645.62
3424,1,Not Graduate,No,1100000,3700000,2,508,200000,0,2200000,1300000,Approved,0,0.1527,27179.64
3425,0,Graduate,Yes,2400000,6900000,4,581,5100000,4500000,6000000,3400000,Approved,0,0.2872,21683.1
3426,3,Graduate,Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000,Rejected,1,0.9116,40060.7
3427,1,Graduate,Yes,8700000,30000000,12,543,21900000,12700000,30600000,12700000,Rejected,1,0.7569,139085.47
3428,0,Not Graduate,Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000,Rejected,1,0.5987,46245.26
3429,1,Graduate,Yes,1600000,5300000,4,713,1400000,1400000,4900000,1300000,Approved,0,0.3258,40962.06
3430,5,Not Graduate,Yes,7800000,17300000,16,493,800000,4500000,16300000,9300000,Rejected,1,0.5564,22757.21
3431,2,Not Graduate,No,3700000,9200000,10,819,8500000,2000000,10200000,3100000,Approved,0,0.1609,27814.45
3432,4,Graduate,No,400000,1400000,18,827,-100000,0,900000,600000,Approved,1,0.4487,8770.99
3433,0,Not Graduate,No,4800000,15700000,10,398,4900000,7400000,17100000,6400000,Rejected,2,0.8005,13298.13
3434,0,Graduate,Yes,2900000,7500000,18,692,3200000,300000,7500000,4000000,Approved,0,0.3079,27131.32
3435,5,Graduate,Yes,5000000,14600000,18,509,11800000,2500000,19800000,4900000,Rejected,1,0.5632,56460.16
3436,0,Graduate,Yes,7600000,18100000,16,439,12800000,5900000,29800000,10600000,Rejected,0,0.3795,138008.29
3437,1,Graduate,No,3000000,9400000,4,622,600000,3500000,9600000,2000000,Approved,0,0.0624,13836.61
3438,3,Not Graduate,Yes,200000,700000,18,526,400000,100000,500000,0,Rejected,1,0.6825,5020.19
3439,5,Not Graduate,Yes,6800000,19000000,8,865,9500000,7200000,25000000,6300000,Approved,0,0.3548,88762.54
3440,5,Not Graduate,Yes,9700000,27400000,2,328,0,18400000,22000000,7900000,Rejected,3,0.6724,259440.73
3441,0,Graduate,Yes,1200000,4200000,4,768,2800000,2200000,2800000,1500000,Approved,0,0.3863,16375.45
3442,5,Not Graduate,Yes,7400000,24000000,16,854,4300000,6700000,20600000,8700000,Approved,0,0.0634,59362.86
3443,4,Graduate,No,6900000,20800000,4,839,2600000,2400000,16100000,7400000,Approved,0,0.1967,28543.05
3444,0,Not Graduate,Yes,9100000,23300000,18,414,17700000,2500000,33800000,6400000,Rejected,4,0.4922,994.01
3445,0,Graduate,Yes,1300000,4700000,16,530,3200000,1000000,3800000,800000,Rejected,4,0.6184,20177.64
3446,3,Graduate,No,6600000,14600000,10,841,15300000,12100000,14800000,6000000,Approved,0,0.079,20627.66
3447,3,Not Graduate,Yes,1800000,5700000,14,670,5300000,3100000,3500000,2700000,Approved,0,0.4317,20565.71
3448,5,Not Graduate,Yes,8200000,20900000,14,726,11400000,4800000,26000000,8400000,Approved,0,0.1393,140934.16
3449,4,Not Graduate,No,2800000,8300000,14,352,4900000,2600000,7100000,3700000,Rejected,1,0.9034,22514.35
3450,1,Graduate,Yes,7000000,16000000,4,554,13000000,8600000,26600000,7900000,Approved,0,0.2204,35774.96
3451,4,Graduate,No,700000,1800000,18,728,400000,1300000,2200000,600000,Approved,0,0.4442,15817.23
3452,0,Not Graduate,No,7400000,25500000,6,463,2300000,5600000,26800000,8400000,Rejected,1,0.6824,204349.09
3453,5,Not Graduate,Yes,2300000,5000000,10,431,300000,3700000,8700000,2900000,Rejected,1,0.9085,6737.88
3454,1,Graduate,Yes,600000,1900000,8,445,1200000,100000,1600000,300000,Rejected,0,0.3532,2722.83
3455,5,Graduate,No,1000000,3000000,4,896,2800000,1100000,2000000,1100000,Approved,0,0.3493,28000.37
3456,1,Not Graduate,Yes,2200000,5200000,8,420,2900000,100000,5000000,2300000,Rejected,0,0.8918,2424.49
3457,1,Not Graduate,No,8000000,30900000,2,315,23500000,1200000,19500000,7300000,Rejected,0,0.1059,228114.21
3458,4,Not Graduate,No,8600000,20900000,10,867,24300000,7200000,23700000,9900000,Approved,0,0.0885,1164.99
3459,3,Not Graduate,Yes,7500000,26000000,2,342,13900000,1900000,26900000,11200000,Approved,0,0.2198,191115.02
3460,5,Not Graduate,Yes,5200000,11800000,18,711,14300000,5100000,15500000,4500000,Approved,0,0.4235,46610.99
3461,2,Not Graduate,No,7900000,20900000,2,723,1700000,1800000,16300000,7100000,Approved,0,0.267,216266.52
3462,1,Graduate,Yes,4200000,11300000,4,704,4700000,2800000,14900000,4000000,Approved,0,0.261,38825.8
3463,0,Graduate,No,6500000,20200000,16,842,8300000,12200000,14300000,9600000,Approved,0,0.1065,124045.57
3464,0,Graduate,Yes,7400000,15200000,12,600,6200000,8500000,18800000,4100000,Approved,0,0.0503,17273.7
3465,3,Not Graduate,No,9100000,25600000,12,688,8900000,16300000,27900000,11100000,Approved,0,0.3741,64318.37
3466,0,Not Graduate,No,800000,2300000,16,739,1800000,600000,2000000,400000,Approved,0,0.085,18052.52
3467,1,Graduate,Yes,800000,2800000,10,798,1300000,1300000,2500000,400000,Approved,0,0.3035,12336.0
3468,5,Graduate,Yes,4100000,9900000,4,319,7600000,7400000,12000000,5500000,Rejected,1,0.8988,110969.63
3469,5,Graduate,Yes,4200000,8700000,6,583,6000000,800000,8500000,2500000,Approved,0,0.1335,52522.05
3470,3,Graduate,Yes,4800000,11500000,12,535,3600000,8000000,15600000,5400000,Rejected,0,0.7492,121773.73
3471,3,Not Graduate,Yes,8300000,25900000,8,696,14400000,12200000,23500000,7100000,Approved,0,0.0815,108684.63
3472,4,Not Graduate,No,7600000,23900000,8,672,2500000,1600000,20200000,6700000,Approved,0,0.2915,217066.7
3473,4,Graduate,No,5100000,12300000,20,410,9200000,9200000,18700000,5600000,Rejected,1,0.4484,142775.36
3474,5,Graduate,No,3600000,11600000,14,546,8500000,300000,12000000,4800000,Rejected,1,0.7916,34559.35
3475,3,Not Graduate,Yes,5400000,16800000,16,550,10700000,6400000,13400000,7000000,Approved,0,0.1705,139532.98
3476,5,Not Graduate,No,700000,1400000,4,344,1500000,800000,2600000,300000,Rejected,2,0.628,17305.4
3477,2,Not Graduate,Yes,9800000,38200000,10,743,5400000,14800000,24300000,5300000,Approved,0,0.2898,60219.48
3478,4,Graduate,No,9700000,36400000,4,772,13800000,11300000,38100000,13500000,Approved,0,0.1185,176622.16
3479,0,Graduate,Yes,9400000,29900000,12,302,12300000,1500000,35700000,8200000,Rejected,1,0.795,19927.07
3480,3,Graduate,Yes,3200000,9100000,18,376,4500000,800000,9000000,1700000,Rejected,0,0.5316,78093.0
3481,0,Graduate,Yes,3700000,11600000,10,747,0,4500000,9000000,3500000,Approved,0,0.3149,18836.41
3482,2,Graduate,Yes,4200000,15800000,6,710,12300000,3700000,12600000,4600000,Approved,0,0.1133,8674.8
3483,2,Not Graduate,No,7000000,24200000,6,892,20600000,500000,21400000,9200000,Approved,0,0.3252,81711.4
3484,3,Not Graduate,No,3200000,11500000,16,492,4800000,2300000,10400000,3200000,Rejected,3,0.4269,53846.07
3485,5,Graduate,No,7900000,17700000,2,559,19700000,2800000,28900000,5400000,Approved,0,0.2201,196987.12
3486,3,Not Graduate,No,2200000,8300000,18,314,1100000,900000,5800000,2000000,Rejected,1,0.4983,62513.9
3487,0,Graduate,Yes,2700000,8400000,6,744,1200000,4100000,7500000,2000000,Approved,0,0.3494,34610.04
3488,5,Not Graduate,No,6800000,18000000,12,690,17800000,11800000,25000000,9300000,Approved,0,0.1548,11988.64
3489,3,Graduate,Yes,6300000,23300000,4,347,18300000,12200000,21100000,8100000,Approved,0,0.4027,137649.99
3490,5,Graduate,Yes,9000000,31400000,2,677,12000000,10800000,20700000,8700000,Approved,0,0.4067,148357.98
3491,1,Graduate,No,4700000,15700000,4,468,13300000,5100000,16200000,3600000,Approved,0,0.1286,61398.44
3492,2,Not Graduate,No,8100000,17500000,4,674,10800000,12700000,23200000,9300000,Approved,0,0.2955,73064.77
3493,2,Not Graduate,No,9000000,27300000,14,353,22600000,4400000,26900000,7200000,Rejected,2,0.4026,131879.61
3494,4,Not Graduate,No,3800000,14100000,8,727,3900000,4900000,8200000,5400000,Approved,0,0.2066,37536.99
3495,4,Not Graduate,Yes,8800000,22200000,10,512,6800000,4000000,31900000,9900000,Rejected,1,0.778,194299.71
3496,3,Not Graduate,Yes,8700000,27200000,18,454,9100000,9300000,30900000,12000000,Rejected,0,0.7457,138013.03
3497,5,Not Graduate,No,5000000,12400000,14,315,7400000,8600000,17000000,4000000,Rejected,2,0.7248,127873.63
3498,0,Not Graduate,Yes,6000000,22700000,10,480,200000,11900000,13700000,8700000,Rejected,2,0.5195,95120.19
3499,2,Graduate,Yes,9100000,24200000,16,685,25600000,1900000,31100000,9100000,Approved,0,0.2012,63238.82
3500,1,Graduate,No,7400000,17900000,6,460,2600000,1300000,25900000,5000000,Rejected,1,0.4118,183694.0
3501,1,Not Graduate,Yes,8300000,28400000,16,704,1400000,11700000,16900000,11400000,Approved,0,0.3376,134893.44
3502,1,Graduate,Yes,7600000,23900000,12,692,500000,12200000,27000000,5000000,Approved,0,0.2516,45849.76
3503,1,Not Graduate,Yes,3500000,9600000,4,398,1700000,6000000,7900000,4600000,Rejected,4,0.7753,63649.76
3504,5,Graduate,Yes,1000000,3500000,18,882,900000,500000,2900000,600000,Approved,0,0.1496,10433.41
3505,5,Graduate,Yes,9900000,25900000,4,860,7800000,200000,38000000,5400000,Approved,0,0.1798,243822.12
3506,2,Graduate,Yes,5700000,15100000,18,330,5900000,3800000,16600000,6200000,Rejected,1,0.5505,75361.08
3507,5,Graduate,No,700000,2400000,16,447,1300000,700000,2600000,800000,Rejected,3,0.3654,14831.51
3508,0,Not Graduate,Yes,9600000,23800000,12,788,9900000,14400000,21200000,10400000,Approved,0,0.1864,26750.14
3509,1,Not Graduate,No,9300000,28900000,6,526,11100000,1600000,19700000,11000000,Rejected,2,0.832,107421.6
3510,0,Graduate,No,9500000,28400000,18,577,6200000,10300000,30200000,14100000,Approved,0,0.4089,272439.81
3511,4,Graduate,Yes,8700000,23400000,16,372,10600000,11700000,20000000,8000000,Rejected,0,0.6609,205146.8
3512,5,Graduate,Yes,7300000,21000000,14,759,15500000,8000000,20300000,10800000,Approved,0,0.2322,34054.06
3513,3,Graduate,Yes,4100000,12700000,10,465,6400000,1900000,14100000,3200000,Rejected,3,0.3685,33215.95
3514,2,Graduate,No,2900000,10200000,4,789,1200000,4100000,6100000,3600000,Approved,0,0.4017,27896.92
3515,3,Graduate,Yes,7500000,17900000,2,680,7000000,11800000,25000000,6300000,Approved,0,0.0552,142267.47
3516,1,Graduate,No,7900000,25700000,20,681,14900000,3000000,18100000,8800000,Approved,0,0.4279,174424.21
3517,1,Graduate,Yes,6900000,22300000,16,673,17400000,100000,21300000,9000000,Approved,0,0.2457,150842.23
3518,0,Not Graduate,No,6900000,22900000,10,313,5600000,9300000,26200000,8000000,Rejected,0,0.5552,102612.15
3519,0,Not Graduate,No,4800000,18800000,16,551,7900000,9400000,17300000,5500000,Approved,0,0.4197,113514.88
3520,5,Graduate,Yes,7700000,24400000,8,453,1400000,7700000,22000000,10000000,Rejected,0,0.3646,98160.45
3521,3,Not Graduate,No,6900000,22700000,4,650,900000,13400000,15500000,6400000,Approved,0,0.2826,24930.96
3522,1,Not Graduate,No,1200000,4500000,4,439,3200000,1800000,2900000,1200000,Approved,0,0.2696,19755.46
3523,1,Graduate,No,2900000,9600000,4,658,8200000,4300000,7000000,2700000,Approved,0,0.1377,80548.83
3524,4,Graduate,Yes,5500000,18900000,6,379,13900000,9100000,18500000,3100000,Rejected,0,0.6073,127209.4
3525,4,Graduate,Yes,3200000,10700000,4,450,7300000,3000000,8200000,1800000,Approved,0,0.3109,54012.06
3526,5,Not Graduate,No,2600000,8200000,4,849,7400000,2000000,8900000,2700000,Approved,0,0.3409,49049.43
3527,0,Graduate,No,500000,1600000,18,865,1400000,400000,1000000,200000,Approved,1,0.0503,13570.7
3528,0,Graduate,No,1800000,6900000,10,853,900000,400000,3700000,1700000,Rejected,2,0.9121,22488.0
3529,0,Not Graduate,No,1300000,4900000,12,555,2400000,1200000,4100000,1700000,Approved,0,0.1158,12565.36
3530,1,Not Graduate,No,9900000,20700000,20,821,12700000,8200000,38100000,11100000,Approved,0,0.1434,282178.5
3531,0,Not Graduate,No,2000000,4700000,2,820,4700000,500000,7900000,1200000,Approved,0,0.1554,50367.52
3532,1,Not Graduate,No,5100000,15300000,4,721,7000000,6100000,15300000,5900000,Approved,0,0.0651,48052.73
3533,4,Graduate,Yes,8200000,24000000,20,831,23000000,3000000,24800000,5400000,Approved,0,0.0992,110920.86
3534,5,Not Graduate,No,4200000,12600000,18,571,8900000,3200000,11700000,6200000,Approved,0,0.4445,50847.07
3535,2,Not Graduate,Yes,1300000,4900000,8,582,2100000,1800000,3400000,1700000,Approved,0,0.1761,5653.21
3536,1,Not Graduate,Yes,4600000,13600000,18,487,11200000,8500000,15500000,5400000,Rejected,0,0.4192,128507.43
3537,1,Not Graduate,No,6600000,19700000,12,758,16000000,4400000,18800000,9500000,Approved,0,0.0928,77830.14
3538,2,Graduate,Yes,8300000,30100000,16,636,5200000,5100000,33100000,7200000,Approved,0,0.3378,211902.58
3539,0,Graduate,No,6900000,20700000,16,857,17100000,13700000,14600000,8800000,Approved,0,0.3918,38107.94
3540,4,Graduate,Yes,4700000,12500000,8,678,13700000,200000,9800000,7000000,Approved,0,0.1528,75103.96
3541,1,Graduate,No,7900000,15800000,8,551,800000,3500000,18700000,8300000,Approved,0,0.0584,5521.1
3542,3,Not Graduate,No,8800000,24900000,16,668,16700000,17200000,30000000,10500000,Approved,0,0.1392,196149.92
3543,1,Graduate,No,6500000,23400000,2,672,5000000,10400000,16700000,7600000,Approved,0,0.0726,110131.59
3544,3,Not Graduate,No,3500000,13700000,4,439,5200000,2800000,13000000,4400000,Approved,0,0.0914,63862.27
3545,2,Not Graduate,Yes,8200000,19600000,16,636,11500000,2300000,28800000,10700000,Approved,0,0.2226,12369.91
3546,0,Not Graduate,Yes,2000000,6000000,14,393,1500000,1400000,5900000,2900000,Rejected,0,0.488,12310.57
3547,5,Not Graduate,No,2700000,8200000,2,848,7000000,1000000,6200000,1500000,Approved,0,0.2564,5853.56
3548,0,Graduate,Yes,5300000,17600000,4,790,2000000,10200000,19700000,7700000,Approved,0,0.1514,44661.34
3549,2,Not Graduate,No,9900000,19900000,6,312,21400000,2200000,31400000,11000000,Approved,0,0.9143,181173.01
3550,2,Not Graduate,Yes,5000000,19500000,14,775,3100000,4700000,9900000,6500000,Approved,0,0.4124,82568.79
3551,2,Not Graduate,No,9100000,18600000,20,403,18400000,11700000,20300000,9200000,Rejected,2,0.6901,162474.77
3552,3,Not Graduate,Yes,7600000,26400000,14,867,9200000,700000,27900000,7400000,Approved,0,0.1918,121750.7
3553,0,Graduate,No,5200000,17800000,18,558,8300000,5400000,13000000,3100000,Approved,0,0.2025,41409.37
3554,5,Graduate,No,1800000,6000000,4,548,1400000,2400000,6500000,2600000,Approved,0,0.2147,12836.64
3555,0,Not Graduate,No,7300000,28200000,16,486,15300000,8800000,16400000,7700000,Rejected,0,0.7865,29182.29
3556,4,Graduate,No,3200000,11600000,6,635,3300000,4600000,6500000,3900000,Approved,0,0.2307,79246.61
3557,5,Graduate,No,5200000,20700000,2,538,3200000,2000000,14600000,3600000,Approved,0,0.3927,93499.37
3558,4,Not Graduate,No,7100000,28200000,14,496,6300000,10900000,27700000,4600000,Rejected,1,0.9165,38623.32
3559,4,Graduate,Yes,1400000,4800000,6,411,1400000,300000,4400000,1600000,Rejected,0,0.5516,7236.05
3560,4,Not Graduate,No,2700000,10700000,6,857,7400000,4200000,8200000,2800000,Approved,0,0.2743,68751.55
3561,5,Graduate,Yes,6500000,18100000,10,360,15700000,10600000,20200000,6100000,Rejected,0,0.407,140809.39
3562,4,Graduate,No,9300000,35900000,18,461,9800000,12700000,26200000,11400000,Rejected,2,0.4703,178862.0
3563,0,Graduate,Yes,6700000,14900000,16,638,3300000,6900000,22300000,8100000,Approved,0,0.2154,79508.03
3564,5,Graduate,No,6800000,19300000,6,865,12100000,100000,22900000,9000000,Approved,0,0.1325,51958.49
3565,5,Not Graduate,No,5600000,13600000,4,449,5900000,5700000,18800000,4300000,Rejected,1,0.8759,159976.96
3566,1,Not Graduate,Yes,1900000,4700000,2,870,4700000,2300000,3900000,2300000,Approved,0,0.1133,44180.36
3567,5,Not Graduate,No,8400000,19500000,6,815,5300000,2500000,24000000,7200000,Approved,0,0.2323,73935.91
3568,2,Not Graduate,Yes,2500000,7200000,16,454,4200000,1000000,7100000,2100000,Rejected,1,0.7134,61801.6
3569,1,Not Graduate,Yes,2900000,9900000,18,783,1300000,100000,11000000,2600000,Approved,0,0.3267,64192.99
3570,3,Graduate,Yes,3200000,7400000,2,543,3600000,4500000,11200000,4600000,Rejected,2,0.5798,27727.52
3571,4,Not Graduate,Yes,3000000,10900000,2,786,7600000,3300000,8000000,3200000,Approved,0,0.3976,37323.37
3572,3,Graduate,Yes,800000,2500000,20,395,1500000,300000,1600000,500000,Rejected,1,0.691,4338.91
3573,2,Not Graduate,Yes,400000,1300000,2,885,200000,300000,1100000,500000,Approved,0,0.2258,1295.61
3574,2,Not Graduate,No,4400000,10600000,20,488,10800000,2400000,13200000,4600000,Rejected,4,0.3903,92754.46
3575,2,Not Graduate,Yes,8700000,19900000,10,829,7500000,10500000,20200000,8400000,Approved,0,0.2359,67881.13
3576,4,Not Graduate,No,7400000,15400000,6,677,22000000,13500000,28900000,7400000,Approved,0,0.3783,176996.15
3577,4,Not Graduate,Yes,5700000,14400000,12,645,14500000,8600000,12900000,4700000,Approved,0,0.2958,165519.95
3578,5,Not Graduate,Yes,9700000,27600000,10,788,9400000,3100000,31800000,10600000,Approved,0,0.3829,21677.02
3579,2,Not Graduate,No,7000000,22400000,6,649,12200000,9900000,17800000,8900000,Approved,0,0.2476,96578.0
3580,2,Not Graduate,No,8900000,23100000,4,519,22800000,500000,25200000,4700000,Rejected,1,0.4211,208202.07
3581,3,Graduate,Yes,3100000,11200000,14,772,3400000,5800000,8300000,2100000,Approved,0,0.0555,71334.31
3582,4,Graduate,No,2200000,6100000,12,330,5500000,2900000,5000000,2200000,Rejected,2,0.5319,48766.48
3583,5,Not Graduate,Yes,7100000,21500000,4,557,8900000,8000000,26400000,4000000,Approved,0,0.3292,72271.03
3584,4,Graduate,Yes,8200000,19000000,6,334,24500000,6800000,28600000,10200000,Rejected,2,0.8242,108546.57
3585,3,Graduate,Yes,9800000,28400000,12,487,8900000,15400000,30800000,11100000,Rejected,0,0.5275,170061.79
3586,2,Graduate,Yes,3900000,9700000,8,539,4400000,7600000,7900000,5100000,Rejected,0,0.6474,110785.74
3587,2,Graduate,Yes,2200000,8100000,8,710,500000,2900000,7300000,1000000,Approved,0,0.2184,21017.62
3588,5,Not Graduate,Yes,600000,1700000,20,879,1100000,100000,2300000,700000,Approved,0,0.2142,16155.02
3589,4,Not Graduate,Yes,6900000,22000000,10,512,6100000,9100000,20600000,3900000,Rejected,0,0.4888,54208.08
3590,2,Graduate,Yes,7400000,27300000,18,561,12600000,400000,27100000,9600000,Approved,0,0.1045,213475.24
3591,3,Not Graduate,Yes,4000000,11600000,6,539,5900000,2600000,12100000,4700000,Rejected,3,0.468,78197.43
3592,3,Not Graduate,Yes,700000,2000000,18,544,800000,1300000,1500000,400000,Rejected,0,0.3832,9463.36
3593,2,Not Graduate,Yes,1900000,4600000,16,631,3200000,2700000,4500000,2700000,Approved,0,0.1293,33992.05
3594,2,Graduate,No,2200000,6800000,20,546,4600000,200000,4500000,2200000,Approved,1,0.3555,17487.42
3595,1,Graduate,Yes,2000000,5600000,14,569,5000000,1100000,7900000,1600000,Approved,0,0.3009,15993.48
3596,4,Not Graduate,No,7400000,17900000,6,384,13400000,12300000,22400000,4700000,Approved,1,0.5398,24508.86
3597,2,Not Graduate,Yes,2300000,9000000,6,583,3600000,1300000,6900000,3400000,Approved,0,0.4393,7650.87
3598,5,Not Graduate,Yes,4000000,15500000,12,517,0,600000,12100000,3500000,Rejected,1,0.4662,40561.7
3599,3,Graduate,Yes,1500000,5800000,18,420,800000,1900000,4100000,1400000,Rejected,0,0.5575,33374.93
3600,2,Not Graduate,Yes,5200000,12900000,18,644,400000,5000000,12000000,7500000,Approved,0,0.1931,92208.96
3601,2,Graduate,No,5400000,14500000,8,349,10800000,4800000,21100000,6600000,Rejected,0,0.3551,16157.07
3602,3,Graduate,No,7700000,25300000,18,662,3400000,11400000,19100000,9900000,Approved,0,0.3857,191398.12
3603,0,Not Graduate,Yes,1900000,6400000,20,704,900000,3400000,5300000,1900000,Approved,0,0.0628,33325.79
3604,4,Not Graduate,Yes,6400000,15500000,2,324,18400000,11100000,13900000,4500000,Rejected,0,0.9141,179359.71
3605,5,Graduate,No,700000,1700000,18,757,1900000,200000,2100000,600000,Approved,0,0.4068,13682.95
3606,3,Graduate,Yes,5800000,23000000,16,361,6000000,10100000,23000000,2800000,Rejected,0,0.6713,29633.75
3607,1,Graduate,No,1800000,5400000,4,415,4400000,2000000,5600000,1800000,Approved,0,0.2674,24873.63
3608,5,Graduate,Yes,4300000,13800000,18,618,9600000,800000,14000000,2400000,Approved,0,0.3115,81332.41
3609,4,Graduate,No,8000000,27100000,8,524,16900000,10900000,25600000,8400000,Rejected,3,0.5822,6595.1
3610,0,Not Graduate,No,1100000,4100000,18,887,400000,1300000,2600000,1300000,Approved,0,0.3089,478.37
3611,2,Not Graduate,Yes,8800000,31100000,12,729,12300000,2400000,21900000,9400000,Rejected,0,0.0679,33213.44
3612,4,Graduate,No,4800000,18600000,14,774,10800000,5800000,12700000,6500000,Approved,0,0.0716,35233.02
3613,0,Not Graduate,Yes,200000,700000,20,724,600000,0,500000,300000,Approved,0,0.2329,2505.7
3614,5,Graduate,Yes,1400000,2700000,16,320,900000,2500000,2700000,2000000,Rejected,2,0.6798,19903.82
3615,5,Graduate,No,2500000,6400000,16,590,3200000,3900000,5800000,3500000,Approved,0,0.4051,10064.51
3616,5,Graduate,No,8100000,25300000,8,796,15900000,12600000,21500000,7800000,Approved,0,0.0919,159088.76
3617,0,Graduate,Yes,6100000,19200000,6,890,13900000,5900000,16700000,7600000,Approved,0,0.3791,106062.9
3618,0,Not Graduate,Yes,2000000,4600000,16,651,2100000,2400000,7200000,1600000,Approved,0,0.134,17177.07
3619,4,Not Graduate,No,4800000,10100000,12,634,9200000,300000,15000000,6900000,Approved,0,0.2076,1912.38
3620,4,Graduate,Yes,900000,2800000,2,660,1200000,1400000,2400000,900000,Approved,0,0.1766,2038.26
3621,4,Not Graduate,No,1300000,3500000,12,512,3300000,1400000,3200000,700000,Rejected,1,0.5901,14851.76
3622,4,Not Graduate,Yes,4200000,9100000,2,900,6700000,5300000,10900000,5900000,Approved,0,0.1102,18861.86
3623,2,Graduate,Yes,3300000,11100000,20,823,4600000,1500000,11700000,2900000,Approved,0,0.2514,36268.89
3624,2,Not Graduate,Yes,8700000,28400000,12,880,8000000,1800000,19400000,4400000,Rejected,0,0.3707,159401.34
3625,1,Not Graduate,Yes,800000,2600000,2,439,600000,0,1800000,400000,Approved,0,0.2266,12768.87
3626,5,Graduate,Yes,7400000,17100000,2,441,14700000,1600000,20600000,10800000,Approved,0,0.6444,49895.46
3627,3,Not Graduate,No,6900000,18500000,6,360,14000000,0,18800000,9600000,Rejected,0,0.8593,69194.28
3628,1,Graduate,Yes,8800000,33700000,14,561,10200000,7100000,25700000,11900000,Approved,0,0.3324,157601.34
3629,2,Graduate,Yes,8600000,32500000,4,758,20900000,600000,18000000,6900000,Approved,0,0.2462,215931.14
3630,2,Graduate,No,5400000,20600000,18,621,11200000,2200000,11600000,5500000,Approved,0,0.1531,118631.12
3631,4,Graduate,Yes,2900000,5900000,18,621,200000,3100000,8500000,3500000,Approved,0,0.404,46808.42
3632,3,Graduate,No,9800000,21000000,12,342,25400000,16600000,26900000,7000000,Rejected,0,0.6962,103555.42
3633,4,Graduate,No,3300000,10800000,4,552,4200000,900000,8600000,3300000,Approved,0,0.1385,35136.19
3634,0,Not Graduate,No,300000,500000,18,376,300000,0,800000,300000,Rejected,0,0.5115,7694.9
3635,0,Graduate,No,1500000,4300000,12,801,4400000,2200000,3300000,1100000,Approved,0,0.3713,1716.91
3636,3,Not Graduate,Yes,5400000,16300000,4,512,1600000,3400000,13100000,6000000,Rejected,0,0.0677,155607.27
3637,0,Graduate,No,6600000,15200000,18,497,1500000,6900000,14500000,9300000,Rejected,3,0.9453,127892.27
3638,0,Graduate,No,5700000,17200000,8,386,4200000,7100000,14400000,2900000,Rejected,0,0.4282,113239.14
3639,3,Not Graduate,Yes,8500000,26100000,2,683,6600000,10400000,24100000,5700000,Approved,0,0.3684,9420.3
